Budget_Low,Budget_Med,Budget_High,Rain_Low,Rain_Med,Rain_High,Deaths_None,Deaths_Any,Deaths_High,Var_Efficient,Var_Inefficient,Aff_Low,Aff_High,Super_Typhoon
1.0,0.0,0.0,0.04,0.96,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9042737014111764,1.0
1.0,0.0,0.0,0.04,0.96,0.0,1.0,0.0,0.0,1.0,0.0,0.5123190914893545,0.4876809085106455,1.0
1.0,0.0,0.0,0.04,0.96,0.0,1.0,0.0,0.0,1.0,0.0,0.19226548678414446,0.8077345132158555,1.0
1.0,0.0,0.0,0.04,0.96,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4915831719446153,1.0
1.0,0.0,0.0,0.04,0.96,0.0,1.0,0.0,0.0,1.0,0.0,0.5216923708384513,0.4783076291615487,1.0
1.0,0.0,0.0,0.0,0.7105000000000001,0.28949999999999987,1.0,0.0,0.0,1.0,0.0,0.0,0.4086256164261804,1.0
1.0,0.0,0.0,0.0,0.7105000000000001,0.28949999999999987,1.0,0.0,0.0,1.0,0.0,0.14514983512559235,0.8548501648744077,1.0
1.0,0.0,0.0,0.0,0.7105000000000001,0.28949999999999987,1.0,0.0,0.0,1.0,0.0,0.0,0.7022218800525947,1.0
1.0,0.0,0.0,0.0,0.7105000000000001,0.28949999999999987,1.0,0.0,0.0,1.0,0.0,0.0,0.6494279746539416,1.0
1.0,0.0,0.0,0.0,0.7105000000000001,0.28949999999999987,1.0,0.0,0.0,1.0,0.0,0.12292354071314253,0.8770764592868575,1.0
1.0,0.0,0.0,0.0,0.7105000000000001,0.28949999999999987,1.0,0.0,0.0,1.0,0.0,0.0,0.7188757604897715,1.0
1.0,0.0,0.0,0.0,0.8330000000000001,0.1669999999999999,1.0,0.0,0.0,1.0,0.0,0.0,0.4086256164261804,1.0
1.0,0.0,0.0,0.0,0.8330000000000001,0.1669999999999999,1.0,0.0,0.0,1.0,0.0,0.14514983512559235,0.8548501648744077,1.0
1.0,0.0,0.0,0.0,0.8330000000000001,0.1669999999999999,1.0,0.0,0.0,1.0,0.0,0.0,0.7022218800525947,1.0
1.0,0.0,0.0,0.0,0.8330000000000001,0.1669999999999999,1.0,0.0,0.0,1.0,0.0,0.0,0.6494279746539416,1.0
