FundingYear,Region,Province,Municipality,ApprovedBudgetForContract,ContractCost,ActualCompletionDate,TypeOfWork,Final_Budget,Budget_Variance,Final_Budget_M
2022,Cordillera Administrative Region,Abra,BUCAY (ABRA),48999962.04,49498000.0,2022-12-18,Construction of Flood Mitigation Structure,49498000.0,-498037.9600000009,49.498
2022,Cordillera Administrative Region,Abra,BUCAY (ABRA),48999893.66,49498000.0,2023-02-21,Construction of Flood Mitigation Structure,49498000.0,-498106.3400000036,49.498
2022,Cordillera Administrative Region,Abra,BUCAY (ABRA),19599978.46,19597172.35,2023-01-10,Construction of Flood Mitigation Structure,19597172.35,2806.109999999404,19.59717235
2022,Cordillera Administrative Region,Abra,BUCAY (ABRA),48999954.11,48998000.0,2023-01-22,Construction of Flood Mitigation Structure,48998000.0,1954.109999999404,48.998
2022,Cordillera Administrative Region,Abra,BUCAY (ABRA),48999593.41,48997065.54,2023-01-04,Construction of Drainage Structure,48997065.54,2527.869999997318,48.99706554
2022,Cordillera Administrative Region,Abra,BUCAY (ABRA),29700000.0,29700000.0,2023-04-07,Construction of Flood Mitigation Structure,29700000.0,0.0,29.7
2022,Cordillera Administrative Region,Abra,BUCAY (ABRA),29399917.48,28998220.94,2023-07-02,Construction of Flood Mitigation Structure,28998220.94,401696.5399999991,28.998220940000003
2023,Cordillera Administrative Region,Abra,BUCAY (ABRA),96499987.07,96500000.0,2024-01-13,Construction of Flood Mitigation Structure,96500000.0,-12.930000007152557,96.5
2022,Cordillera Administrative Region,Abra,DAGUIOMAN (ABRA),48999938.86,48997987.95,2022-07-22,Construction of Flood Mitigation Structure,48997987.95,1950.9099999964237,48.99798795
2022,Cordillera Administrative Region,Abra,MANABO (ABRA),48999996.07,49000000.0,2022-08-23,Construction of Flood Mitigation Structure,49000000.0,-3.9299999997019768,49.0
2023,Cordillera Administrative Region,Abra,MANABO (ABRA),141940493.37,144750000.0,2024-09-12,Construction of Flood Mitigation Structure,144750000.0,-2809506.629999995,144.75
2022,Cordillera Administrative Region,Abra,DOLORES (ABRA),48999939.93,49497200.0,2022-11-05,Construction of Flood Mitigation Structure,49497200.0,-497260.0700000003,49.4972
2022,Cordillera Administrative Region,Abra,DOLORES (ABRA),48999811.47,49497200.0,2022-10-20,Construction of Flood Mitigation Structure,49497200.0,-497388.5300000012,49.4972
2022,Cordillera Administrative Region,Abra,DOLORES (ABRA),96499903.75,96500000.0,2023-04-21,Construction of Flood Mitigation Structure,96500000.0,-96.25,96.5
2022,Cordillera Administrative Region,Abra,DOLORES (ABRA),48999959.67,48997500.0,2023-05-22,Construction of Flood Mitigation Structure,48997500.0,2459.670000001788,48.9975
2022,Cordillera Administrative Region,Abra,DOLORES (ABRA),95534927.27,95532900.0,2023-01-06,Construction of Flood Mitigation Structure,95532900.0,2027.2699999958277,95.5329
2022,Cordillera Administrative Region,Abra,DOLORES (ABRA),96499900.75,94135771.11,2023-01-30,Construction of Flood Mitigation Structure,94135771.11,2364129.6400000006,94.13577111
2022,Cordillera Administrative Region,Abra,DOLORES (ABRA),95928688.12,95556743.85,2023-11-25,Construction of Flood Mitigation Structure,95556743.85,371944.2700000107,95.55674384999999
2023,Cordillera Administrative Region,Abra,DOLORES (ABRA),144749907.38,144744528.57,2024-04-10,Construction of Flood Mitigation Structure,144744528.57,5378.810000002384,144.74452857
2022,Cordillera Administrative Region,Abra,SAN JUAN (ABRA),48999946.28,49498154.0,2022-11-08,Construction of Flood Mitigation Structure,49498154.0,-498207.7199999988,49.498154
2022,Cordillera Administrative Region,Abra,SAN JUAN (ABRA),96499918.09,96495674.0,2022-08-23,Construction of Flood Mitigation Structure,96495674.0,4244.090000003576,96.495674
2022,Cordillera Administrative Region,Abra,SAN JUAN (ABRA),48999991.51,49497111.11,2022-11-28,Construction of Flood Mitigation Structure,49497111.11,-497119.6000000015,49.49711111
2022,Cordillera Administrative Region,Abra,SAN JUAN (ABRA),48249912.79,48997532.0,2022-12-01,Construction of Flood Mitigation Structure,48997532.0,-747619.2100000009,48.997532
2022,Cordillera Administrative Region,Abra,SAN JUAN (ABRA),48999903.97,48998714.0,2022-08-23,Construction of Flood Mitigation Structure,48998714.0,1189.969999998808,48.998714
2022,Cordillera Administrative Region,Abra,SAN JUAN (ABRA),96499925.87,96496036.0,2022-08-23,Construction of Flood Mitigation Structure,96496036.0,3889.8700000047684,96.496036
2023,Cordillera Administrative Region,Abra,SAN JUAN (ABRA),77199901.54,77194438.0,2023-07-21,Construction of Flood Mitigation Structure,77194438.0,5463.5400000065565,77.194438
2022,Cordillera Administrative Region,Abra,LACUB (ABRA),48999991.34,46607719.18,2022-09-03,Construction of Flood Mitigation Structure,46607719.18,2392272.160000004,46.60771918
2022,Cordillera Administrative Region,Abra,MALIBCONG (ABRA),48999950.01,49497162.42,2022-10-27,Construction of Flood Mitigation Structure,49497162.42,-497212.4100000039,49.49716242
2022,Cordillera Administrative Region,Abra,LAGAYAN (ABRA),48999938.48,49498000.0,2022-09-03,Construction of Flood Mitigation Structure,49498000.0,-498061.5200000033,49.498
2022,Cordillera Administrative Region,Abra,LAGAYAN (ABRA),48999918.77,49000000.0,2022-09-12,Construction of Flood Mitigation Structure,49000000.0,-81.22999999672174,49.0
2022,Cordillera Administrative Region,Abra,LAGAYAN (ABRA),48999966.62,48998000.0,2022-11-28,Construction of Flood Mitigation Structure,48998000.0,1966.6199999973178,48.998
2022,Cordillera Administrative Region,Abra,LAGAYAN (ABRA),48999942.25,48997999.8,2023-01-27,Construction of Flood Mitigation Structure,48997999.8,1942.4500000029802,48.997999799999995
2023,Cordillera Administrative Region,Abra,LAGAYAN (ABRA),96499996.55,96500000.0,2024-01-03,Construction of Flood Mitigation Structure,96500000.0,-3.4500000029802322,96.5
2022,Cordillera Administrative Region,Abra,BUCLOC (ABRA),48999807.43,49497342.0,2022-11-03,Construction of Flood Mitigation Structure,49497342.0,-497534.5700000003,49.497342
2022,Cordillera Administrative Region,Abra,PEÑARRUBIA (ABRA),48999933.68,49497153.28,2023-01-20,Construction of Flood Mitigation Structure,49497153.28,-497219.6000000015,49.49715328
2022,Cordillera Administrative Region,Abra,TAYUM (ABRA),48999957.44,49497500.0,2022-09-09,Construction of Flood Mitigation Structure,49497500.0,-497542.5600000024,49.4975
2023,Cordillera Administrative Region,Abra,TAYUM (ABRA),96499890.55,96499891.0,2023-06-28,Construction of Flood Mitigation Structure,96499891.0,-0.45000000298023224,96.499891
2023,Cordillera Administrative Region,Abra,TAYUM (ABRA),96499879.44,96500000.0,2023-07-28,Construction of Flood Mitigation Structure,96500000.0,-120.56000000238419,96.5
2023,Cordillera Administrative Region,Abra,TAYUM (ABRA),146999974.5,144747542.0,2023-06-29,Construction of Flood Mitigation Structure,144747542.0,2252432.5,144.747542
2023,Cordillera Administrative Region,Abra,TAYUM (ABRA),96499975.99,96497132.0,2023-06-28,Construction of Flood Mitigation Structure,96497132.0,2843.9899999946356,96.497132
2024,Cordillera Administrative Region,Abra,TAYUM (ABRA),144750000.0,144710474.23,2024-08-16,Construction of Flood Mitigation Structure,144710474.23,39525.77000001073,144.71047423
2024,Cordillera Administrative Region,Abra,TAYUM (ABRA),144750000.0,144750000.0,2024-08-19,Construction of Flood Mitigation Structure,144750000.0,0.0,144.75
2022,Cordillera Administrative Region,Abra,LAGANGILANG (ABRA),96500000.0,96497135.0,2023-01-27,Construction of Flood Mitigation Structure,96497135.0,2865.0,96.497135
2023,Cordillera Administrative Region,Abra,LAGANGILANG (ABRA),48249882.28,48248433.0,2023-10-07,Construction of Flood Mitigation Structure,48248433.0,1449.280000001192,48.248433
2023,Cordillera Administrative Region,Abra,LAGANGILANG (ABRA),96499963.91,96497500.0,2024-01-10,Construction of Flood Mitigation Structure,96497500.0,2463.9099999964237,96.4975
2023,Cordillera Administrative Region,Abra,LAGANGILANG (ABRA),144749975.47,144750000.0,2024-03-12,Construction of Flood Mitigation Structure,144750000.0,-24.530000001192093,144.75
2023,Cordillera Administrative Region,Abra,LAGANGILANG (ABRA),96499917.08,96500000.0,2024-04-16,Construction of Flood Mitigation Structure,96500000.0,-82.92000000178814,96.5
2022,Cordillera Administrative Region,Abra,BANGUED (CAPITAL) (ABRA),48999983.5,48998000.0,2025-02-03,Construction of Flood Mitigation Structure,48998000.0,1983.5,48.998
2022,Cordillera Administrative Region,Abra,BANGUED (CAPITAL) (ABRA),48999972.54,48810861.7,2023-05-04,Construction of Flood Mitigation Structure,48810861.7,189110.83999999613,48.810861700000004
2023,Cordillera Administrative Region,Abra,BANGUED (CAPITAL) (ABRA),96499906.45,96500000.0,2024-01-02,Construction of Flood Mitigation Structure,96500000.0,-93.54999999701977,96.5
2023,Cordillera Administrative Region,Abra,SALLAPADAN (ABRA),77199923.53,77200000.0,2023-12-07,Construction of Flood Mitigation Structure,77200000.0,-76.4699999988079,77.2
2023,Cordillera Administrative Region,Abra,LUBA (ABRA),144749971.43,144750000.0,2024-03-04,Construction of Flood Mitigation Structure,144750000.0,-28.569999992847443,144.75
2022,Cordillera Administrative Region,Kalinga,CITY OF TABUK (CAPITAL) (KALINGA),40479866.0,40254513.26,2022-07-14,Construction of Flood Mitigation Structure,40254513.26,225352.7400000021,40.254513259999996
2022,Cordillera Administrative Region,Kalinga,CITY OF TABUK (CAPITAL) (KALINGA),57849803.74,57562739.0,2023-08-01,Construction of Dike,57562739.0,287064.7400000021,57.562739
2022,Cordillera Administrative Region,Kalinga,CITY OF TABUK (CAPITAL) (KALINGA),57857801.11,57568444.07,2023-03-29,Construction of Dike,57568444.07,289357.0399999991,57.56844407
2022,Cordillera Administrative Region,Kalinga,CITY OF TABUK (CAPITAL) (KALINGA),4939337.0,4811362.67,2022-07-15,Construction of Flood Mitigation Structure,4811362.67,127974.33000000007,4.81136267
2023,Cordillera Administrative Region,Kalinga,CITY OF TABUK (CAPITAL) (KALINGA),48977851.32,48970460.61,2023-07-28,Construction of Flood Mitigation Structure,48970460.61,7390.710000000894,48.970460609999996
2023,Cordillera Administrative Region,Kalinga,CITY OF TABUK (CAPITAL) (KALINGA),29126922.2,29100540.73,2023-06-20,Construction of Flood Mitigation Structure,29100540.73,26381.469999998808,29.10054073
2023,Cordillera Administrative Region,Kalinga,CITY OF TABUK (CAPITAL) (KALINGA),144745196.06,144750000.0,2024-06-21,Construction of Flood Mitigation Structure,144750000.0,-4803.939999997616,144.75
2023,Cordillera Administrative Region,Kalinga,CITY OF TABUK (CAPITAL) (KALINGA),4948513.52,4941699.76,2023-08-30,Construction of Flood Mitigation Structure,4941699.76,6813.7599999997765,4.94169976
2023,Cordillera Administrative Region,Kalinga,CITY OF TABUK (CAPITAL) (KALINGA),6923941.35,6918940.57,2023-11-15,Construction of Drainage Structure,6918940.57,5000.779999999329,6.91894057
2024,Cordillera Administrative Region,Kalinga,CITY OF TABUK (CAPITAL) (KALINGA),9800000.0,9793424.9,2024-07-25,Construction of Flood Mitigation Structure,9793424.9,6575.0999999996275,9.7934249
2022,Cordillera Administrative Region,Kalinga,PINUKPUK (KALINGA),48983118.75,48449186.44,2023-01-05,Construction of Flood Mitigation Structure,48449186.44,533932.3100000024,48.44918644
2022,Cordillera Administrative Region,Kalinga,PINUKPUK (KALINGA),77187735.33,77200000.0,2023-04-13,Construction of Flood Mitigation Structure,77200000.0,-12264.670000001788,77.2
2022,Cordillera Administrative Region,Kalinga,PINUKPUK (KALINGA),4948999.0,4839336.32,2022-10-05,Construction of Flood Mitigation Structure,4839336.32,109662.6799999997,4.83933632
2023,Cordillera Administrative Region,Kalinga,PINUKPUK (KALINGA),48976965.5,48921766.56,2024-01-25,Construction of Flood Mitigation Structure,48921766.56,55198.939999997616,48.92176656
2022,Cordillera Administrative Region,Kalinga,BALBALAN (KALINGA),14700000.0,14311781.71,2022-11-30,Construction of Flood Mitigation Structure,14311781.71,388218.2899999991,14.311781710000002
2022,Cordillera Administrative Region,Kalinga,BALBALAN (KALINGA),14700000.0,14326756.83,2023-05-29,Construction of Flood Mitigation Structure,14326756.83,373243.1699999999,14.32675683
2022,Cordillera Administrative Region,Kalinga,BALBALAN (KALINGA),90497700.0,88694393.45,2023-08-15,Construction of Flood Mitigation Structure,88694393.45,1803306.549999997,88.69439345
2023,Cordillera Administrative Region,Kalinga,BALBALAN (KALINGA),4950000.0,4950000.0,2023-10-28,Construction of Drainage Structure,4950000.0,0.0,4.95
2024,Cordillera Administrative Region,Kalinga,BALBALAN (KALINGA),5390000.0,5309149.1,2024-06-07,Construction of Flood Mitigation Structure,5309149.1,80850.90000000037,5.3091491
2022,Cordillera Administrative Region,Kalinga,PASIL (KALINGA),14700000.0,14589077.57,2022-09-15,Construction of Flood Mitigation Structure,14589077.57,110922.4299999997,14.58907757
2022,Cordillera Administrative Region,Kalinga,PASIL (KALINGA),9800000.0,9525442.35,2022-12-28,Construction of Flood Mitigation Structure,9525442.35,274557.6500000004,9.52544235
2024,Cordillera Administrative Region,Kalinga,PASIL (KALINGA),4900000.0,4894642.74,2024-11-26,Construction of Flood Mitigation Structure,4894642.74,5357.2599999997765,4.89464274
2024,Cordillera Administrative Region,Kalinga,PASIL (KALINGA),2450000.0,2445325.03,2024-07-31,Construction of Flood Mitigation Structure,2445325.03,4674.970000000205,2.44532503
2024,Cordillera Administrative Region,Kalinga,PASIL (KALINGA),6930000.0,6926724.62,2024-10-04,Construction of Flood Mitigation Structure,6926724.62,3275.3799999998882,6.92672462
2022,Cordillera Administrative Region,Kalinga,LUBUAGAN (KALINGA),29400000.0,29400000.0,2023-04-25,Construction of Flood Mitigation Structure,29400000.0,0.0,29.4
2022,Cordillera Administrative Region,Kalinga,LUBUAGAN (KALINGA),9800000.0,8405370.83,2023-08-22,Construction of Flood Mitigation Structure,8405370.83,1394629.17,8.40537083
2022,Cordillera Administrative Region,Kalinga,LUBUAGAN (KALINGA),4900000.0,4605589.49,2022-09-12,Construction of Flood Mitigation Structure,4605589.49,294410.5099999998,4.60558949
2022,Cordillera Administrative Region,Kalinga,LUBUAGAN (KALINGA),4900000.0,4467751.53,2022-09-23,Construction of Flood Mitigation Structure,4467751.53,432248.46999999974,4.46775153
2022,Cordillera Administrative Region,Kalinga,LUBUAGAN (KALINGA),3312626.46,3195154.18,2023-10-25,Construction of Slope Protection Structure,3195154.18,117472.2799999998,3.1951541800000003
2023,Cordillera Administrative Region,Kalinga,LUBUAGAN (KALINGA),16660000.0,16609960.78,2024-02-15,Construction of Flood Mitigation Structure,16609960.78,50039.22000000067,16.609960779999998
2023,Cordillera Administrative Region,Kalinga,LUBUAGAN (KALINGA),9800000.0,9794194.36,2023-10-06,Construction of Flood Mitigation Structure,9794194.36,5805.640000000596,9.794194359999999
2023,Cordillera Administrative Region,Kalinga,LUBUAGAN (KALINGA),34300000.0,34288345.49,2024-02-26,Construction of Flood Mitigation Structure,34288345.49,11654.509999997914,34.288345490000005
2023,Cordillera Administrative Region,Kalinga,LUBUAGAN (KALINGA),7840000.0,7834904.25,2024-04-15,Construction of Flood Mitigation Structure,7834904.25,5095.75,7.83490425
2023,Cordillera Administrative Region,Kalinga,LUBUAGAN (KALINGA),4900000.0,4894091.75,2023-10-29,Construction of Flood Mitigation Structure,4894091.75,5908.25,4.89409175
2023,Cordillera Administrative Region,Kalinga,LUBUAGAN (KALINGA),4900000.0,4893851.15,2023-11-05,Construction of Flood Mitigation Structure,4893851.15,6148.8499999996275,4.893851150000001
2024,Cordillera Administrative Region,Kalinga,LUBUAGAN (KALINGA),19600000.0,19592654.05,2024-07-21,Construction of Flood Mitigation Structure,19592654.05,7345.949999999255,19.59265405
2022,Cordillera Administrative Region,Kalinga,TINGLAYAN (KALINGA),9800000.0,8598099.86,2022-10-20,Construction of Flood Mitigation Structure,8598099.86,1201900.1400000006,8.59809986
2022,Cordillera Administrative Region,Kalinga,TINGLAYAN (KALINGA),9800000.0,9788631.81,2022-10-25,Construction of Flood Mitigation Structure,9788631.81,11368.189999999478,9.78863181
2022,Cordillera Administrative Region,Kalinga,TINGLAYAN (KALINGA),11551050.0,11540507.97,2023-10-24,Construction of Slope Protection Structure,11540507.97,10542.02999999933,11.54050797
2022,Cordillera Administrative Region,Kalinga,TINGLAYAN (KALINGA),9630700.0,9620504.08,2023-10-24,Construction of Slope Protection Structure,9620504.08,10195.919999999925,9.62050408
2023,Cordillera Administrative Region,Kalinga,TINGLAYAN (KALINGA),9800000.0,9752558.5,2023-11-13,Construction of Flood Mitigation Structure,9752558.5,47441.5,9.7525585
2023,Cordillera Administrative Region,Kalinga,TINGLAYAN (KALINGA),9800000.0,9798721.6,2023-12-15,Construction of Flood Mitigation Structure,9798721.6,1278.4000000003725,9.7987216
